Rumor,Lable,sentiment
"Wuhan invited to El Clasico by Madrid after getting stuck in Spain.
","unreliable
",Neutral-Neutral
"KEEP IT UP, Muslims, you will be the last to get the vaccine against the Coronavirus.
","unreliable
",Neutral-Neutral
"But but Lady Hale. Can we not put her in public places for being a treacherous old hag?
","unreliable
",Neutral-Neutral
"Avoid crowds, crowded places and stay home.
","unreliable
",Neutral-Neutral
"Coronavirus impact on airline industry is already WORSE than 9/11.
","unreliable
",Neutral-Neutral
"Empty seats and deserted terminals: Coronavirus impact on airlines #topbuzz.
","unreliable
",Neutral-Neutral
"Wannabe.
","unreliable
",Neutral-Neutral
"Over 60’s advised to avoid crowds! A bit difficult If you need to work and use public transport to get there !
","unreliable
",Negative-Anger
"Why is she jetting anywhere right now? Stupid...
","unreliable
",Negative-Neutral
"Another look at the coronavirus and preparedness.
","conspiracy
",Neutral-Neutral
"What is Ca doing about their homeless during this corona panic? ....
","unreliable
",Neutral-Neutral
"Dems Keep Blasting Trump’s Coronavirus Plan, But Have No Clue What To Do Themselves.
","unreliable
",Negative-Neutral
"FYI, please see a solution to this coronavirus from S. Korea: Please st…
","conspiracy
",Neutral-Neutral
"Thats a total LIE! Heres what he REALLY said 👇👇👇👇.
","political/bias
",Negative-Anger
"United Ireland Plans Cancelled Indefinitely As N. Ireland Corona Case Confirmed.
","unreliable
",Neutral-Neutral
"#Coronavirus: The #Cures” Will Be #Worse Than the #Disease.
","conspiracy
",Neutral-Neutral
"The #facemask that could spot the killer #China #coronavirus #bigdata…
","unreliable
",Neutral-Neutral
"Chinese scientists raised alarm over coronavirus in December but government ordered cover-up.
","unreliable
",Neutral-Neutral
"Democrats escalate the lies they’re throwing at Trump about coronavirus.
","political/bias
",Neutral-Neutral
"Coronavirus is probably both worse and better than people think.
","political/bias
",Neutral-Neutral
"Matt Hancock refuses to rule out a Wuhan-style quarantine for an entire UK CITY.
","unreliable
",Neutral-Neutral
"Now get ready for the crazed rhesus monkeys.
","unreliable
",Neutral-Neutral
"Donald Trump’s coronavirus conspiracies are spiraling out of control.
","political/bias
",Neutral-Neutral
"Is it coincidence or deliberately happened ??
","unreliable
",Neutral-Neutral
"Coronavirus Can’t Explain Tanking Stock Market, But Bernie’s Success Can: Economist.
","unreliable
",Neutral-Neutral
"Weaponization of Coronavirus.
","political/bias
",Neutral-Neutral
"Five Things You Probably Dont Know About the Coronavirus #NewsandPolitics.
","political/bias
",Neutral-Neutral
"Controversial Theories Suggest Coronavirus Was Created In A Lab.
","conspiracy
",Neutral-Neutral
"Numbers Show Coronavirus Appears Far Less Deadly Than Flu, But Gov& #8217 t, Media Keep Promoting Panic.
","unreliable
",Neutral-Neutral
"#uk #brexit #conservatives #coronavirus #coronavirusuk here comes the city wide lockdown in uk.
","unreliable
",Neutral-Neutral
"#Pope makes first public appearance following £illness #bigdata…
","unreliable
",Neutral-Neutral
"Despite coronavirus outbreak, leftists want open borders for migrants.
","unreliable
",Neutral-Neutral
"TERRIFYING STATISTIC Bitter Irony: 81% Of South Korean End Of Days Worshippers Test Positive For Coronavirus.
","unreliable
",Neutral-Neutral
"CORONAVIRUS BIOWEAPON MYSTERY SOLVED: It’s all in the name!
","unreliable
",Negative-Surprise
"Is Wall Street Behind the Delay in Declaring the Coronavirus Outbreak a “Pandemic”?
","political/bias
",Neutral-Neutral
"Will Coronavirus Be the Black Swan that Pops the Bubble of Everything in 2020?
","conspiracy
",Neutral-Neutral
"hey friends, mes amis, meine freunde!!!!!!!
","unreliable
",Negative-Anger
"The PRESS IS SO BIASED! A little truth! Please.
","political/bias
",Negative-Anger
"#CoronaVirus could destroy #DonaldTrump’s reelection bid according to top expert #CoronaVirusUS #News.
","unreliable
",Neutral-Neutral
"Why you should NOT be worried about your PETS catching coronavirus #Coronavirus #COVID19 #コロナウイルス.
","unreliable
",Neutral-Neutral
"Lies ma.
","conspiracy
",Neutral-Neutral
"How Irans Regime Spread Coronavirus to the Middle East.
","unreliable
",Neutral-Neutral
"You cant make this up. Crazy.
","conspiracy
",Neutral-Neutral
"Is Wall Street Behind The Delay In Declaring The Covid-19 Outbreak A ""Pandemic""?
","conspiracy
",Negative-Neutral
"This is spot on. Panic is the worst reaction.
","unreliable
",Negative-Neutral
"EU Officials Refuse to Implement Border Controls to Stop Coronavirus.
","conspiracy
",Neutral-Neutral
"It begins: FDA announces first drug shortage with more sure to come since most pharmaceuticals are made in China.
","conspiracy
",Neutral-Neutral
"Dont listen to the dinosaur press. They will never acknowledge the truth. #NewsandPolitics.
","political/bias
",Neutral-Neutral
"WAT EEN TOEVALLIG TOEVAL ❓❓ Israeli Scientists Say They Will Have Coronavirus Vaccine ""In A Few Weeks"".
","conspiracy
",Neutral-Neutral
"No more purchases from China.
","unreliable
",Neutral-Neutral
"Democrats escalate the lies they’re throwing at Trump about coronavirus - American Thinker.
","political/bias
",Neutral-Neutral
"North Koreas First Confirmed Coronavirus Patient Shot Dead Thats how Kim deals with corona.😎.
","conspiracy
",Neutral-Neutral
"One tale of an American coronavirus patient.
","unreliable
",Neutral-Neutral
"#Kourtney and Kim Kardashian attend Kanye Wests #Paris #Sunday Service.
","unreliable
",Neutral-Neutral
"Clarice Feldman Coronavirus..try reason.
","political/bias
",Neutral-Neutral
"US military bases in South Korea placed on lockdown to stop novel coronavirus spread — RT World News.
","unreliable
",Neutral-Neutral
"Q and A on Coronavirus Wash your hands often,dont shake hands...
","unreliable
",Neutral-Neutral
"#MarkLevin Blasts #Democrats For #Impeachment Amid #Coronavirus.
","political/bias
",Neutral-Neutral
"Border Security Key to Curbing Coronavirus Entry into US states.
","political/bias
",Neutral-Neutral
"Nature telling us to slow down or it’s going to bite back.
","unreliable
",Negative-Neutral
"Coronavirus panic grips California with anxious shoppers stocking up on bottled water...
","unreliable
",Negative-Neutral
"Fake News caught LYING ...... AGAIN. Media Claims Trump Called Coronavirus A ‘Hoax.’ Here’s What He Actually Said.
","political/bias
",Negative-Anger
"Splendid Canada, you heard your people.
","unreliable
",Positive-Happiness
"President Trump Supports People to Prepare #Food and #Drugs during #Coronavirus #Pandemic.
","unreliable
",Neutral-Neutral
"#EUiskaput #coronavirus Silver Linings Playbook: 119 People Quarantined In A Brothel In Spain.
","conspiracy
",Neutral-Neutral
"Obscene.
","conspiracy
",Very negative-Disgust
"A woman who ""slept with several clients"" tested positive for coronavirus...   - #zerohedge.
","conspiracy
",Neutral-Neutral
"Coronavirus: When All Else Fails, Try Reason - American Thinker.
","political/bias
",Neutral-Neutral
"Coronavirus news.. UN World Health Organisation urges elderly (over 60s) to avoid crowds... DoG.
","unreliable
",Neutral-Neutral
"Seems like africa has more epidemics than any other country. One would think they would ev…
","conspiracy
",Negative-Neutral
"As we reported earlier, the virus is a possible escapee from a lab in China, officials have some question to answer.
","unreliable
",Negative-Neutral
"“Catastrophic”: Iranian Whistleblower Claims Government Hiding True Number of Coronavirus Victims.
","conspiracy
",Very negative-Surprise
"For everyone asking me ‘will I get it/should I buy a mask/can I go to Spain’... answers here.
","unreliable
",Neutral-Neutral
"Calm down! WHO tells global markets not to panic after coronavirus wipes $5 trillion off stocks — RT Business News.
","unreliable
",Neutral-Neutral
"Schools could close for TWO MONTHS under plan to contain coronavirus.
","unreliable
",Neutral-Neutral
"I found this gem.
","unreliable
",Neutral-Neutral
"Coronavirus Flu.. When Experts & Democrats - All Else Fails, Try President Trumps Reason & Common Sense... DoG.
","political/bias
",Very negative-Disgust
"The Voice of Desperation #Coronavirus #Wuhan,.
","unreliable
",Very negative-Sadness
"China killing citizens for organs. I suspect Muslim organs are in demand. FYI - Israel does the same.
","unreliable
",Negative-Disgust
"Coronavirus: When All Else Fails, Try Reason -- hate reason.
","political/bias
",Very negative-Disgust
"To you and your staff, many, many thank you’s Mr President!
","political/bias
",Very positive-Happiness
"Sanders Mocks Pence Millions of Americans Christian Faith with Offensive Coronavirus Comment.
","unreliable
",Negative-Disgust
"Coronavirus: When All Else Fails, Try Reason Luckily for us the President has taken major s…
","political/bias
",Negative-Disgust
"If I had to be quarantined for Corona Virus I would prefer it this way.
","conspiracy
",Neutral-Neutral
"Never let a crisis go to waste, even if you have to manufacture it. Coronavirus: When All Else Fails, Try Reason.
","political/bias
",Negative-Disgust
"Cher spreads #FakeNews claiming #Trump called #coronavirusus a hoax #SundayMotivation…
","unreliable
",Neutral-Neutral
"Elizabeth Warren: We Must Use Funds Allocated To Build Trump’s Wall To Fight Coronavirus vi…
","unreliable
",Neutral-Neutral
"Great advice from Paul Craig Roberts: How to Strengthen Yourself Against the Virus.
","political/bias
",Positive-Neutral
"Twelve more people test positive for coronavirus in England bringing the total UK cases to 35 Daily Mail Online.
","unreliable
",Neutral-Neutral
"Twelve more test positive for coronavirus in England Twelve more test positive for coronavirus in England.
","unreliable
",Neutral-Neutral
"I had all my news outlets scrub the story.👹 I couldnt shut down InfoWars though.
","conspiracy
",Neutral-Neutral
"Were All Going To Get It: Life In Italys Coronavirus Red Zone Getting A Little Crazy.
","conspiracy
",Negative-Fear
"Smackdown:JakeTapper calls out Ted Lieu 4 lying about Trump& coron…
","political/bias
",Negative-Anger
"Chinese Government Also Ran A Coronavirus Drill 30 Days Prior To The Deadly Virus Outbreak.
","conspiracy
",Neutral-Neutral
"Trump And The Politics Of Coronavirus Support Trump he means it ,America first !
","conspiracy
",Positive-Neutral
"Good sense from Clarice ... again. Thank you! — Coronavirus: When All Else Fails, Try Reason.
","political/bias
",Very positive-Happiness
"That’s one way to do it. 😲.
","conspiracy
",Neutral-Neutral
"China’s tragic choice: Run the factories and sacrifice the workers, or halt the factories and lose the nation.
","unreliable
",Negative-Sadness
"NIH spent more than $700 million in taxpayer money to develop coronavirus pharmaceuticals, vaccines and bioweapons.
","unreliable
",Neutral-Neutral
"When Bloomberg News’s reporting on China was challenged, Bloomberg tried to ruin me for speaking out.
","unreliable
",Negative-Anger
"Coronavirus: When All Else Fails, Try Reason - American Thinker - Join the conversation on.
","political/bias
",Neutral-Neutral
"Coronavirus: When All Else Fails, Try Reason Contrast with Pres Obamas response to swine flu epidemic in 2015.
","political/bias
",Neutral-Neutral
"Ya know.. like the flu..
","unreliable
",Neutral-Neutral
"stupid muslims come to me muslim.
","unreliable
",Very negative-Disgust
"2010? Heres one from 1981.
","unreliable
",Negative-Neutral
"#JenniferLopez is in no rush to get #married to fianc?? Alex Rodriguez.
","unreliable
",Negative-Neutral
"Coronavirus: When All Else Fails, Try Reason #RicoTheDems #ArrestThemAllNow #ImpeachObamasJudges #realnews #feedly.
","political/bias
",Neutral-Neutral
"WALL STREET JOURNAL: The Coronavirus Isn’t Partisan: Maybe we should quarantine Capitol Hill unt…
","political/bias
",Negative-Neutral
"Boris Johnson hails frontline NHS staff UKs greatest asset in face of coronavirus outbreak.
","unreliable
",Positive-Neutral
"Abolish the CDC (Centers for Disease Creation and Propagation), a captured agency.
","unreliable
",Very negative-Disgust
"Mike Pence warns of MORE American deaths from coronavirus.
","unreliable
",Negative-Neutral
"Disgusting and not surprised.
","unreliable
",Very negative-Disgust
"Passengers fly into UK from northern Italy without coronavirus checks.
","unreliable
",Neutral-Neutral
"Who is best / worst prepared. USA is no 1. (Africa is mostly run by Chinese, yet no outbreak?).
","conspiracy
",Neutral-Neutral
"""Beijing naval expert Li Jie #China has...sufficient capacity to end.
","unreliable
",Positive-Neutral
"China is Confronting the COVID-19 Epidemic. Was It Man-Made? An Act of of Bio-warfare? - Global Research.
","conspiracy
",Neutral-Neutral
"119 People Quarantined In A Brothel In #Valencia #Spain #coronavirus.
","conspiracy
",Neutral-Neutral
"Life in Italy today.
","conspiracy
",Neutral-Neutral
"9 Pages. The Coronavirus 5G Connection and Coverup February 18, 2020.
","conspiracy
",Neutral-Neutral
"Extinction Rebellion packs it in after clever man points out their phones are made in China NewsThump.
","unreliable
",Neutral-Neutral
"Clyde wrote, ""You can use oxygen tanks if there is a shortage of ventilators. Oxy…
","political/bias
",Neutral-Neutral
"Investigation finds systematic and widespread evidence of organ harvesting in China Sent.
","unreliable
",Neutral-Neutral
"Story on nCoV2019 near Milan.
","conspiracy
",Neutral-Neutral
"Border Security Key to Curbing Coronavirus in US, Cuccinelli Says.
","political/bias
",Neutral-Neutral
"Dont panic! Get informed.
","conspiracy
",Positive-Neutral
"BREAKING: First Confirmed Coronavirus Death In U.S. Occurs.
","political/bias
",Neutral-Surprise
"Laser Fired at US Navy Plane, China Suspected.
","unreliable
",Neutral-Neutral
"They Have LIARISM! 👇.
","unreliable
",Very negative-Anger
"✌️😎Nothing like panic. Coronavirus panic grips California as shoppers stock up on supplies.
","unreliable
",Neutral-Neutral
"Ill just leave this right here.....
","political/bias
",Neutral-Neutral
"#CoronaVirus5GUpdate Harvard professor: As many as 70% of the planet’s population will catch Coronavirus.
","conspiracy
",Neutral-Neutral
"YOU MEAN THE FILTHY Democrats escalate the lies they’re throwing at Trump about coronavirus.
","political/bias
",Very negative-Disgust
"Thats one way to shut down the #YellowVestProtest.
","unreliable
",Neutral-Neutral
"Hunt for Surreys coronavirus patient zero Hunt for Surreys coronavirus patient zero.
","unreliable
",Neutral-Neutral
"On the lighter side: i wonder how these mens wives will react #coronavirus.
","conspiracy
",Neutral-Neutral
"This makes a lot of sense. Answers a few questions.
","conspiracy
",Positive-Neutral
"Macron can Suck a Dick pt. 72.
","unreliable
",Very negative-Disgust
"“We’re All Going To Get It”: Life In Italy’s Coronavirus ‘Red Zone’ Getting ‘A Little Crazy’.
","conspiracy
",Negative-Fear
"File under unclear on the concept: Elizabeth Warren seeks to divert border wall funding to combating coronavirus.
","political/bias
",Neutral-Neutral
"#Juventus under lockdown due to #coronavirus fears #CoronaVirusUpdate #Milan #Italy #SerieA.
","unreliable
",Neutral-Neutral
"China will admit coronavirus coming from its P4 lab on…
","unreliable
",Neutral-Neutral
"Number of US Coronavirus Cases with Unknown Origin Rises to 4.
","unreliable
",Neutral-Neutral
"sorry its the Heil but happy Sunday is this although its pocket money to them. Dont buy,…
","unreliable
",Negative-Neutral
"Trump tells Republicans to vote for Sanders in Democratic primary.
","unreliable
",Neutral-Neutral
"Coronavirus LIVE: UK outbreak as 12 people in England test positive for virus in 24 hours.
","unreliable
",Neutral-Neutral
"Democrats Infecting America?
","political/bias
",Negative-Neutral
"#Bella Hadid nails casual #chic as she arrives at #Balenciaga show.
","unreliable
",Neutral-Neutral
"Coronavirus Is Out of Control Mainstream Health Experts Warn World To Prepare For Global Spread.
","conspiracy
",Neutral-Neutral
"Simple. They dont want to catch it. Bugger the rest of us.
","unreliable
",Neutral-Anger
"France bans gatherings of more than 5,000 as coronavirus cases mount in Iran and South Korea.
","unreliable
",Neutral-Neutral
"Will China’s dominance in bitcoin mining come to an end? RT’s Keiser Report investigates.
","unreliable
",Neutral-Neutral
"Facebook Fact-Checkers Admit Trump Never Said Coronavirus Was a Hoax #NewsandPolitics.
","political/bias
",Neutral-Neutral
"Video: CNN Host Compares ‘Unstoppable’ Bernie Sanders to Deadly Coronavirus.
","conspiracy
",Negative-Neutral
"Gents, no kissing please.
","unreliable
",Neutral-Neutral
"Opioid epidemic: who’s quilty?
","conspiracy
",Neutral-Neutral
"Then there’s this. Symptoms/mortality rate may change. Motives? Maybe not.
","unreliable
",Neutral-Neutral
"I suppose life could still be worse for them.
","unreliable
",Negative-Neutral
"Rush: Coronavirus Being Used by Media To Tank Trumps Economy #Coronavirus #WashYourHands.
","unreliable
",Neutral-Neutral
"Here’s Why I Don’t Really Trust the Official American Coronavirus Numbers.
","conspiracy
",Negative-Neutral
"It does not appear to be as bad as the MSM is making it out to be.
","conspiracy
",Neutral-Neutral
"Mark Levin At CPAC: ""You Know What Were Doing When The Coronavirus Broke Out? Impeachment"".
","unreliable
",Very negative-Anger
"👀 Of Darkness #COVID19.
","unreliable
",Neutral-Neutral
"If it’s not masonic 33, it’s 2 of them. 😅 Bill Gates calls coronavirus a once-in-a-century pathogen.
","unreliable
",Neutral-Neutral
"Honestly, nobody cares. It’s theatre for tourists and photojournalists anyway.
","unreliable
",Negative-Neutral
"Coronavirus End Game: The Economic Crisis & Roll Out of the New Digital Financial System - Activist Post.
","conspiracy
",Neutral-Neutral
"Some benefits of #Coronarivus.
","unreliable
",Positive-Neutral
"Good glad too.hear this is seriously.will.need lock down.
","unreliable
",Neutral-Neutral
"This is important I think Read also & reports.
","unreliable
",Neutral-Neutral
"Joining Cuccinelli on the CPAC stage was Rich Valdes, host of the “This Is America” ⁦#CPAC2020.
","political/bias
",Neutral-Neutral
"Health chiefs urge over-60s to avoid crowds as coronavirus panic spreads Daily Mail Online.
","unreliable
",Neutral-Neutral
"Trump Considers Invoking ‘Special Powers’ To Rapidly Combat Coronavirus.
","political/bias
",Neutral-Neutral
"ISIS Weekly Editorial: Coronavirus Outbreak In Iran Is Proof That ""Shiitism Is A False Religion"".
","unreliable
",Negative-Neutral
"Now its serious. NYSE considers shutting trading floor.
","unreliable
",Negative-Fear
"The U.S. Should Hold Onto Turkey for One Big Reason: China - Big League Politics.
","unreliable
",Neutral-Neutral
"UAE games and Sri Lanka curtain-raiser in doubt.
","unreliable
",Neutral-Neutral
"The CDC isnt worried, nor should we be - the flu has already killed more people.
","unreliable
",Negative-Fear/Sadness
"some facts about the virus . the BBC and sly and others seem to be going down there normal…
","unreliable
",Neutral-Neutral
"Yall just calm the f**k down..... #NewsandPolitics.
","political/bias
",Neutral-Anger
"Will Chinas dominance in #bitcoin mining come to an end? RTs Keiser Report investigates.
","unreliable
",Neutral-Neutral
"Will Chinas dominance in bitcoin mining come to an end? RTs Keiser Report investigates.
","unreliable
",Neutral-Neutral
"Use this information however you wish.
","unreliable
",Neutral-Neutral
"😂 I concur, stupidity is much more viral these days 🤷🏼‍♀️.
","unreliable
",Negative-Disgust
"PAUL THOMAS on...Canada saying it wont protect Harry and Meghan.
","unreliable
",Neutral-Neutral
"CORONAVIRUS BIOWEAPON MYSTERY SOLVED: It’s all in the name! – The Millennium Report.
","unreliable
",Neutral-Neutral
"China officials knew of coronavirus in December, ordered cover-up, report says.
","political/bias
",Neutral-Neutral
"Dumb Dang Dems! 🤦‍♀️ Media Claims Trump Called Coronavirus A ‘Hoax.’ Here’s What He Actually Said.
","political/bias
",Neutral-Neutral
"Ocasio-Cortez touches her hair and face several times while warning people not to do so because of coronavirus.
","political/bias
",Very negative-Disgust
"Triggering anti infowars is fun. New England Journal of Medicine: Coronavirus Could Be No Worse than Flu.
","conspiracy
",Neutral-Neutral
"Dog Tests “weak positive” For COVID-19 In Hong Kong Trump Puts Pence In Charge Of Policing Information.
","conspiracy
",Neutral-Neutral
"Mini Mikes first public delusion (With 60 Billion you can afford it).
","unreliable
",Negative-Neutral
"The politics behind COVID-19 - Coronavirus (Video).
","unreliable
",Neutral-Neutral
"Deepak Chopra: How To Deal With the Coronavirus.
","conspiracy
",Neutral-Neutral
"Covid-19 End Game: Economic Crisis & Roll Out of New Digital Financial System.
","conspiracy
",Neutral-Neutral
"Coronavirus??? You diseased pigs in that San Francisco sh*thole should be doing this regardless.
","unreliable
",Very negative-Disgust
"Mike Pence introduces program to cure coronavirus carriers with conversion therapy - The Beaverton.
","unreliable
",Neutral-Neutral
"Ok, so its everywhere the same craziness ?
","unreliable
",Neutral-Surprise
"Health chiefs urge over-60s to avoid crowds as #coronavirus panic spreads.
","unreliable
",Neutral-Neutral
"I still think China isnt being fully transparent about the coronavirus.
","unreliable
",Negative-Neutral
"7 NWO Agendas Accompanying the Coronavirus Outbreak.
","conspiracy
",Neutral-Neutral
"Here is the love story. 🤓.
","unreliable
",Neutral-Neutral
"#Chinese #scientists raised alarm over #coronavirus in #December #bigdata…
","unreliable
",Neutral-Neutral
"Yep, this is pretty much the scene. I usually disregard The Daily Mail but this time theyve got the vibe right.
","unreliable
",Positive-Neutral
"China’s Coronavirus. “We Cannot Rule Out Man Made Origin of these Infections” A Russian Appraisal.
","conspiracy
",Neutral-Neutral
"Big deads over there, but in The Netherlands..
","unreliable
",Neutral-Neutral
"‘We’re All Going To Get It’: Life In Italy’s Coronavirus ‘Red Zone’ Getting ‘A Little Crazy’.
","conspiracy
",Negative-Fear
"Stop murdering for organs in China.
","unreliable
",Negative-Anger
"Shock Video: Food Hoarding Begins at Costco in New York Over Coronavirus Fears #NewsWars #FakeMedia.
","unreliable
",Negative-Surprise
"How about Facebook, dopey?
","political/bias
",Very negative-Disgust
"no need to panic in #ckont Doc Colby saids we aibts got that there virii in these parts.
","unreliable
",Neutral-Neutral
"The virus is here .. the virus is here.... Are we living in a 21st century Monty Python movie?
","conspiracy
",Negative-Fear
"Oath Keepers Coronavirus Warning and Advice on How to Protect Yourself.
","political/bias
",Neutral-Neutral
"Typical Democrat propaganda.
","political/bias
",Negative-Disgust
"Louvre closed over coronavirus concerns, leaving blindsided visitors freezing outside.
","unreliable
",Neutral-Neutral
"and this linkclickbait-political/bias Trump administration considers (this is not a joke) tax cuts to respond to coronavirus.
","unreliable
",Neutral-Neutral
"""Truth is the Daughter of Time, not of Authority."".
","political/bias
",Neutral-Neutral
"🚨 At Stores Across The Country, The Panic Coronavirus Hoarding Begins.
","conspiracy
",Neutral-Fear
"#Coronavirus: A Great Opportunity For Dems To Attack Trump?
","conspiracy
",Negative-Neutral
"Media Claims Trump Called Coronavirus A ‘Hoax.’ Here’s What He Actually Said · American Truth Today.
","unreliable
",Neutral-Neutral
"Sunday Live: NIH Confirms Community Outbreaks Of Coronavirus In U.S. #CoronavirusOutbreak #CoronaVirusUpdate.
","conspiracy
",Neutral-Neutral
"Theres No Pollution - NASA Satellite Images Expose Chinas ""Production Has Resumed"" False Narrative.
","conspiracy
",Negative-Neutral
"Coronavirus: When All Else Fails, Try Reason Don’t fall for the media hype. Mind control at work .
","political/bias
",Negative-Neutral
"Instapundit » » NICE WORK, GUYS: China officials knew of coronavirus in December, ordered cover-up, report says. …
","political/bias
",Neutral-Neutral
"Corona virus to the rescue! STOP THE WAR GAMES!
","unreliable
",Neutral-Anger
"Dems Are Lying About Coronavirus And Trump Slashing CDC, And Even the APs Calling Them Out.
","unreliable
",Neutral-Neutral
"Dr. Drew: Media ‘Needs To Shut Up’ About Coronavirus, ‘You’re More Likely To Die Of Influenza’.
","political/bias
",Negative-Anger
"#coronavirus ""Theres No Pollution"" - NASA Satellite Images Expose Chinas ""Production Has Resumed"" False Narrative.
","conspiracy
",Negative-Neutral
"Normies still posting this on fbook.
","unreliable
",Neutral-Neutral
"Congrats to Arrogant bastard, State Dept.s Ian Brownlee. Western state now feeling the d…
","conspiracy
",Very negative-Anger
"Alameda County Declares State Of Emergency After Medics Test Positive, Global Virus Deaths Pass 3,000: Live Updates.
","conspiracy
",Neutral-Neutral
"Intellectual Dark Webs Eric Weinstein: How Can We Be Sure China, Russia or Iran Wasnt Behind Epstein?
","unreliable
",Neutral-Neutral
"I think tRump is idiot zero.
","unreliable
",Very negative-Neutral
"Coronavirus Has Reached Community Spread Within United States: Dr. Anthony Fauci.
","conspiracy
",Neutral-Neutral
"Bloomberg Purchases 3-Minute Primetime Slot for Coronavirus Ad.
","unreliable
",Neutral-Neutral
"#Coronavirus could be 1,000 times #more #infectious than SARS, scientists warn.
","unreliable
",Neutral-Neutral
"Coronageddon: Can A ""Minsky Moment"" Be Avoided?
","conspiracy
",Neutral-Neutral
"Dr. Drew: Media ‘Needs To Shut Up’ About #Coronavirus, ‘You’re More Likely To Die Of Influenza’ The Daily Wire.
","political/bias
",Negative-Anger
"Poor beard bros.
","unreliable
",Neutral-Sadness
"Trump Announces New Plans After the First U.S. Coronavirus Death.
","unreliable
",Neutral-Neutral
"Alarming videos show Iranians LICKING holy shrines in religious tradition.
","unreliable
",Neutral-Neutral
"Trump Admin Pushes Back on Chinas Effort To Control UN Intellectual Property Agency.
","unreliable
",Neutral-Neutral
"Coronavirus Attacks In Thailand.
","conspiracy
",Neutral-Neutral
"Medics in hazmat suits rush couple two children for coronavirus tests.
","unreliable
",Neutral-Neutral
"WHO Encourages Adoption Of “Alternative Greetings” Like The “Elbow Tap” And “Foot Shake” To Fight Coronavirus.
","conspiracy
",Neutral-Neutral
"CORONAVIRUS UPDATE: U.S. Coronavirus Outbreak Widens: Rhode Island confirms its first case of the …
","political/bias
",Neutral-Neutral
"Coronavirus Is a Bigger Risk to the Rest of the World Now Than It Is to China #Spengler.
","political/bias
",Neutral-Neutral
"Coronavirus Was Spreading In Washington State For 6 Weeks, Infecting Up To 1,500, Study Finds.
","conspiracy
",Neutral-Neutral
"Dr. Anthony Fauci: Coronavirus Has Reached ‘Community Spread’ Within United States.
","conspiracy
",Neutral-Neutral
"CLARICE FELDMAN: Coronavirus: When All Else Fails, Try Reason….
","political/bias
",Neutral-Neutral
"NY State Admits First Confirmed Covid-19 Case As Global Deaths Pass 3,000: Live Updates.
","conspiracy
",Neutral-Neutral
"Italy reports 42% jump in cases overnight to nearly 1,700 …
","conspiracy
",Neutral-Neutral
"Did Bill Gates & World Economic Forum Predict Coronavirus Outbreak? An Inside Look May Shock You!
","conspiracy
",Neutral-Surprise
"Were Coronavirus Samples Destroyed By China To Coverup The Outbreak?
","conspiracy
",Neutral-Neutral
"Does The Coronavirus Make The Case For World Government?
","conspiracy
",Neutral-Neutral
"Highly appealing hypothesis to explain the Chinese terracotta army.
","unreliable
",Neutral-Neutral
"85 Indian Students Issue SOS Call To Government Of India To Be Evacuated From Coronavirus Hit Italy.
","unreliable
",Neutral-Neutral
"“Recovered” coronavirus patients in China are testing positive a second time.
","conspiracy
",Neutral-Neutral
"Last year, Wall Street said they’d all vote Trump if Warren was the nominee. That should h…
","unreliable
",Neutral-Neutral
"ALERT: Americans With Coronavirus Symptoms Are Being Asked To Cough Directly Onto President Trump.
","unreliable
",Neutral-Neutral
"02/29/2020 Wu Han Coronavirus Pandemic Update Ep 36 #WuhanCoronavirusOutbreak #WuhanVirus.
","unreliable
",Neutral-Neutral
"Health worker at Hertfordshire cancer clinic is among 13 new coronavirus cases in UK.
","unreliable
",Neutral-Neutral
"In other news, idiocy spreads faster than #coronavirus.
","unreliable
",Very negative-Disgust
"Paging.
","unreliable
",Neutral-Neutral
"So here we are. #coronavirusuk could be used to install dictatorship.
","unreliable
",Neutral-Neutral
"Juventus Suspends Practice, Orders Youth Squad To Quarantine After Potential Coronavirus Exposure.
","conspiracy
",Neutral-Neutral
"Biden Seems To Suggest That Trump Is Calling Worry Over Coronavirus A ‘Democratic Hoax’ *O…
","political/bias
",Neutral-Neutral
"Idiocy outbreak spreading faster than coronavirus.
","unreliable
",Very negative-Disgust
"Outbreak Fears Emerge In Nigeria As Govt Finds 100 People Exposed To First Virus Case.
","conspiracy
",Neutral-Neutral
"Supreme leader’s advisory council member dies of coronavirus – Iranian media — RT World News.
","unreliable
",Neutral-Neutral
"Bloombergs ad was made to air on CBS and NBC.
","unreliable
",Neutral-Neutral
"The US alleges that China has stolen millions of dollars worth of intellectual property.
","unreliable
",Neutral-Neutral
"What Global Supply Chains Should Look Like Post The Coronavirus.
","unreliable
",Neutral-Neutral
"I will now be locking myself indoors.
","unreliable
",Neutral-Fear
"Heres the link. With details on just how bad 5G is. #electroporation.
","conspiracy
",Negative-Neutral
"breaks it down. Media is #FakeNews.
","political/bias
",Negative-Disgust
"Oh sugar! #coronavirus - nothing can stop you now #Dubai #irancoronavirus.
","unreliable
",Negative-Disgust
"Panic buying hits New York as first coronavirus case is found in NYC.
","unreliable
",Neutral-Neutral
"Fighting Coronavirus Means ‘Keeping Sick People Out,’ Homeland Security Chief Says.
","political/bias
",Neutral-Neutral
"Supreme leader’s advisory council member dies of coronavirus #coronavirus #COVID19…
","unreliable
",Neutral-Neutral
"If you think Democrats and the media are politicizing coronavirus, you’re right.
","political/bias
",Negative-Disgust
